"id","filename","link","response code","response text","title","content-type","screen shot","archived","internet archive response code","internet archive response text","wayback earliest date","internet archive earliest","wayback latest date","internet archive latest","internet archive save link","protocol error","protocol error","analysis version number","analysis version text","stats creation time"
"53ae56561769ed2133a5f807850a665f","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.linksthatpay.biz","206","Partial Content","links that pay - finest food recipes and preparations","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","13 October 2005","http://web.archive.org/web/20051013061521/http://www.linksthatpay.biz:80/","03 July 2017","http://web.archive.org/web/20170703052851/http://www.linksthatpay.biz/","http://web.archive.org/save/http://www.linksthatpay.biz","","","0.0.6","exponentialDK-httpreserve/0.0.6","123.447309ms"
"8247b437d508af9a9f8c07e459e7507a","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.turingstudio.com","200","OK","turing | an agile product design &amp; development company","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","02 December 1998","http://web.archive.org/web/19981202074134/http://www.turingstudio.com:80/","05 July 2017","http://web.archive.org/web/20170705211237/http://www.turingstudio.com/","http://web.archive.org/save/http://www.turingstudio.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.789939865s"
"c410cb74762f03014a14346916732eb8","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.reddingssloep.nl","206","Partial Content","iis windows server","text/html","snapshots are not currently enabled","true","302","Found","09 April 2004","http://web.archive.org/web/20040409204014/http://www.reddingssloep.nl:80/","03 July 2017","http://web.archive.org/web/20170703003342/http://www.reddingssloep.nl/","http://web.archive.org/save/http://www.reddingssloep.nl","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.944062215s"
"6038beaf82e097284ef9593ec1724a50","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.mamboip.com","200","OK","mamboip.com","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","19 October 2005","http://web.archive.org/web/20051019000904/http://www.mamboip.com:80/","27 November 2016","http://web.archive.org/web/20161127054844/http://www.mamboip.com:80/","http://web.archive.org/save/http://www.mamboip.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.298262774s"
"271a3bbdf3392fe3006ec094db310fef","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.gut-gesucht.de/dollar.html","200","OK","gut-gesucht.de","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","13 October 2005","http://web.archive.org/web/20051013055153/http://www.gut-gesucht.de:80/dollar.html","02 July 2017","http://web.archive.org/web/20170702150912/http://www.gut-gesucht.de/dollar.html","http://web.archive.org/save/http://www.gut-gesucht.de/dollar.html","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.272344078s"
"8b33f282e8f3087b9375b0bf8959fcab","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.cclistings.com","200","OK","central business loans committee  | tips and tricks for a successful loan application","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","20 October 2003","http://web.archive.org/web/20031020141023/http://www.cclistings.com:80/","02 July 2017","http://web.archive.org/web/20170702155112/http://www.cclistings.com/","http://web.archive.org/save/http://www.cclistings.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","9.60859318s"
"cde4de376a713b4241e8c9bde8d409d3","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.timesharestaff.com","200","OK","timeshare jobs &#8211; recruitment of timeshare staff","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","07 November 2003","http://web.archive.org/web/20031107045025/http://www.timesharestaff.com:80/","29 June 2017","http://web.archive.org/web/20170629150800/http://www.timesharestaff.com/","http://web.archive.org/save/http://www.timesharestaff.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","4.877756502s"
"0f874f06a9a48bc3e7ddb4cd8821ed24","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.britisheco.com","200","OK","start","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","22 April 2002","http://web.archive.org/web/20020422001654/http://www.britisheco.com:80/","02 July 2017","http://web.archive.org/web/20170702201940/http://www.britisheco.com/","http://web.archive.org/save/http://www.britisheco.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.967283781s"
"d7e04d605b5b8bc9a049cfe230699256","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.tran-quality.com","206","Partial Content","","text/html","snapshots are not currently enabled","true","302","Found","27 March 2004","http://web.archive.org/web/20040327051008/http://tran-quality.com:80/","02 December 2016","http://web.archive.org/web/20161202235417/http://www.tran-quality.com/","http://web.archive.org/save/http://www.tran-quality.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.055888537s"
"ac1fce85314fa60f9ba6526e8c172062","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.hostgator.com","200","OK","website hosting services, vps hosting & dedicated servers - hostgator","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","21 November 2002","http://web.archive.org/web/20021121102312/http://www.hostgator.com:80/","29 July 2017","http://web.archive.org/web/20170729095541/https://www.hostgator.com/","http://web.archive.org/save/http://www.hostgator.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","5.43908141s"
"49e1f277ba56def3f65fa845c7e6a786","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.eurodns.com/?refid=1e8881c2cdc3813ac29f4fa2c401bec0","200","OK","domain name registrar &amp; dns service provider | eurodns","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","22 February 2006","http://web.archive.org/web/20060222022251/http://www.eurodns.com:80/?refid=1e8881c2cdc3813ac29f4fa2c401bec0","02 July 2017","http://web.archive.org/web/20170702183221/http://www.eurodns.com/?refid=1e8881c2cdc3813ac29f4fa2c401bec0","http://web.archive.org/save/http://www.eurodns.com/?refid=1e8881c2cdc3813ac29f4fa2c401bec0","","","0.0.6","exponentialDK-httpreserve/0.0.6","4.979760262s"
"89f9788d1a93a249c8667af978f020f4","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.acroplex.com","200","OK","acroplex&reg; - professional web and graphics development, domain management, copywriting and marketing services","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","02 July 1997","http://web.archive.org/web/19970702164952/http://acroplex.com:80/","14 July 2017","http://web.archive.org/web/20170714173454/http://acroplex.com/","http://web.archive.org/save/http://www.acroplex.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.751623273s"
"aa837588074cfe042c24c50878a10276","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.fireart.com","200","OK","www.fireart.com","text/html; Charset=ISO-8859-1","snapshots are not currently enabled","true","302","Found","28 April 1999","http://web.archive.org/web/19990428160223/http://www.fireart.com:80/","03 July 2017","http://web.archive.org/web/20170703105135/http://www.fireart.com/","http://web.archive.org/save/http://www.fireart.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.897187934s"
"c552ed1f36b8555a80626d375a5eb9bd","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.tkqlhce.com/click-1772197-2831550","206","Partial Content","oops!  the offer you're looking for has expired.","text/html","snapshots are not currently enabled","true","302","Found","16 April 2015","http://web.archive.org/web/20150416163026/http://www.tkqlhce.com/click-1772197-2831550","02 July 2017","http://web.archive.org/web/20170702145929/http://www.tkqlhce.com/click-1772197-2831550","http://web.archive.org/save/http://www.tkqlhce.com/click-1772197-2831550","","","0.0.6","exponentialDK-httpreserve/0.0.6","6.227181141s"
"d5f04dcf77bbc187f300c18249725bea","The Million Dollar Homepage - Own a piece of internet history!.html","http://home.btconnect.com/hgi/ps3","200","OK","punter promo codes &not; the best uk betting promotional &amp; bonus codes for 2017","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","03 January 2002","http://web.archive.org/web/20020103055321/http://home.btconnect.com:80/hgi/ps3/","05 July 2017","http://web.archive.org/web/20170705234353/http://home.btconnect.com/hgi/ps3/","http://web.archive.org/save/http://home.btconnect.com/hgi/ps3","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.642140534s"
"75cb492b2d170afcec60ef59d487a706","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.silversurfers.net","0","client request failed: client.Do failed: Get http://www.silversurfers.net: net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)","","","snapshots are not currently enabled","true","302","Found","11 May 2000","http://web.archive.org/web/20000511014923/http://www.silversurfers.net:80/","16 July 2014","http://web.archive.org/web/20140716091559/http://silversurfers.net/","http://web.archive.org/save/http://www.silversurfers.net","","","0.0.6","exponentialDK-httpreserve/0.0.6","36.035462642s"
"80129e8ab491704907817f6443c83ad1","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.ecommercepartners.net/webdesign.shtml","200","OK","ecommerce web design | ecommerce partners","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","17 December 2004","http://web.archive.org/web/20041217044532/http://www.ecommercepartners.net:80/webdesign.shtml","02 July 2017","http://web.archive.org/web/20170702230304/http://www.ecommercepartners.net/webdesign.shtml","http://web.archive.org/save/http://www.ecommercepartners.net/webdesign.shtml","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.817498878s"
"4bca6c04dfa7c1a458dad85fa1227dda","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.harlequinbooks.co.uk","200","OK","harlequin books","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","25 June 2004","http://web.archive.org/web/20040625130518/http://www.harlequinbooks.co.uk:80/","03 July 2017","http://web.archive.org/web/20170703093807/http://www.harlequinbooks.co.uk/","http://web.archive.org/save/http://www.harlequinbooks.co.uk","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.980699046s"
"6f4b7d527a9be6d55aa247d0bb75ac33","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.ezweb-uk.net","200","OK","ezweb air cleaning system","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","24 March 2004","http://web.archive.org/web/20040324215210/http://www.ezweb-uk.net:80/","04 July 2017","http://web.archive.org/web/20170704103446/http://www.ezweb-uk.net/","http://web.archive.org/save/http://www.ezweb-uk.net","","","0.0.6","exponentialDK-httpreserve/0.0.6","8.719068758s"
"478d4a6bbc1841c01030336ec97b863f","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.language-buddy.com","200","OK","language-buddy.com","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","11 March 2005","http://web.archive.org/web/20050311094841/http://www.language-buddy.com:80/","05 July 2017","http://web.archive.org/web/20170705084250/http://www.language-buddy.com/","http://web.archive.org/save/http://www.language-buddy.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.55176008s"
"6f9fa4234bb013baad960dcc230a4836","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.konoblemen.net/signup.php?r=mill","200","OK","knights of noblemen, free online strategy rpg medieval browser game","text/html","snapshots are not currently enabled","true","302","Found","28 June 2007","http://web.archive.org/web/20070628101642/http://www.konoblemen.net/signup.php?r=mill","03 July 2017","http://web.archive.org/web/20170703023913/http://www.konoblemen.net/signup.php?r=mill","http://web.archive.org/save/http://www.konoblemen.net/signup.php?r=mill","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.589042567s"
"6542fe28f1fc350923a68c73698ae3e5","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.freehotels.info/en","0","error: client request failed: no such host","","","snapshots are not currently enabled","true","302","Found","16 March 2003","http://web.archive.org/web/20030316103726/http://www.freehotels.info:80/en/","25 October 2016","http://web.archive.org/web/20161025014855/http://freehotels.info/en/","http://web.archive.org/save/http://www.freehotels.info/en","","","0.0.6","exponentialDK-httpreserve/0.0.6","979.43657ms"
"ef1abab35f87a01c8493e8272f033f46","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.designerknockoffs.net/catalog","404","Not Found","page not found &#8211; designer knock offs","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","27 October 2005","http://web.archive.org/web/20051027010610/http://www.designerknockoffs.net:80/catalog/","04 July 2017","http://web.archive.org/web/20170704011812/http://www.designerknockoffs.net/catalog/","http://web.archive.org/save/http://www.designerknockoffs.net/catalog","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.601840702s"
"7c3380fdc07157bf355165e6d8e9bb10","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.20centpixels.com","200","OK","","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","13 October 2005","http://web.archive.org/web/20051013061609/http://www.20centpixels.com:80/","26 June 2017","http://web.archive.org/web/20170626085205/http://20centpixels.com/","http://web.archive.org/save/http://www.20centpixels.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","454.786499ms"
"8591c032de4a3ab47f627827d11a28af","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.jgminiatures.com","200","OK","home/ main","text/html","snapshots are not currently enabled","true","302","Found","09 November 2000","http://web.archive.org/web/20001109200700/http://www.jgminiatures.com:80/","03 July 2017","http://web.archive.org/web/20170703030531/http://www.jgminiatures.com/","http://web.archive.org/save/http://www.jgminiatures.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.164226886s"
"52897cacd22fe5835a22967efc83f903","The Million Dollar Homepage - Own a piece of internet history!.html","http://japaneserobots.blogspot.com","200","OK","japanese robots","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","10 January 2006","http://web.archive.org/web/20060110032428/http://japaneserobots.blogspot.com:80/","04 July 2017","http://web.archive.org/web/20170704011206/http://japaneserobots.blogspot.com/","http://web.archive.org/save/http://japaneserobots.blogspot.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.609234273s"
"2decf7dd898e924f38f34dd9f95d1240","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.wormus.com/aaron","200","OK","smile, you&#039;re on clematis street - @aguyonclematis","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","13 July 2003","http://web.archive.org/web/20030713172921/http://www.wormus.com:80/aaron/","02 July 2017","http://web.archive.org/web/20170702205210/http://www.wormus.com/aaron/","http://web.archive.org/save/http://www.wormus.com/aaron","","","0.0.6","exponentialDK-httpreserve/0.0.6","8.461468937s"
"c82b8541a2b10395c335b483038053b6","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.travisandleigh.com","200","OK","hot diamonds - uk's leading sterling silver and diamond jewellery brand","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","22 May 2004","http://web.archive.org/web/20040522182220/http://travisandleigh.com:80/","02 July 2017","http://web.archive.org/web/20170702182324/http://www.travisandleigh.com/","http://web.archive.org/save/http://www.travisandleigh.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","8.476999918s"
"b00d51a1f441875a541bd2c5208afb01","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.cyberslotz.co.uk/cyberslotz/tracking_adv.jsp?loginURL=million&banner=1200&pageID=1","404","Not Found","cyberslotz is now dr vegas! try our great range of famous name and exclusive slots at www.drvegas.com","text/html","snapshots are not currently enabled","true","302","Found","29 June 2006","http://web.archive.org/web/20060629223318/http://www.cyberslotz.co.uk:80/cyberslotz/tracking_adv.jsp?loginURL=million&banner=1200&pageID=1","02 July 2017","http://web.archive.org/web/20170702230123/http://www.cyberslotz.co.uk/cyberslotz/tracking_adv.jsp?loginURL=million&banner=1200&pageID=1","http://web.archive.org/save/http://www.cyberslotz.co.uk/cyberslotz/tracking_adv.jsp?loginURL=million&banner=1200&pageID=1","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.128285733s"
"1ce78814978c970d4f003c7f88a70863","The Million Dollar Homepage - Own a piece of internet history!.html","http://swut.net/euo","200","OK","euotopia - euo - a multiplayer online adventure - 2d mmorpg full of retro nostalgia!","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","07 February 2002","http://web.archive.org/web/20020207193552/http://swut.net:80/euo","17 July 2017","http://web.archive.org/web/20170717033309/http://swut.net/euo/","http://web.archive.org/save/http://swut.net/euo","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.566844771s"
"32ad22d4822a6c316071f3fee25ee5f3","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.cutfromcloth.com","404","Not Found","not found","text/html; charset=us-ascii","snapshots are not currently enabled","true","302","Found","01 August 2005","http://web.archive.org/web/20050801014101/http://www.cutfromcloth.com:80/","04 July 2017","http://web.archive.org/web/20170704110535/http://www.cutfromcloth.com/","http://web.archive.org/save/http://www.cutfromcloth.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.164128772s"
"19392019e913bf2ba74a8d4b02d49996","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.imaginationgym.com/?id=mdollar","200","OK","home - imaginationgym imaginationgym","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","10 May 2011","http://web.archive.org/web/20110510082038/http://www.imaginationgym.com/?id=mdollar","16 June 2016","http://web.archive.org/web/20160616181019/http://www.imaginationgym.com/?id=mdollar","http://web.archive.org/save/http://www.imaginationgym.com/?id=mdollar","","","0.0.6","exponentialDK-httpreserve/0.0.6","992.578983ms"
"e104b51abb189d608ac3e1095c1b8998","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.neooptic.com","200","OK","	neo optic | web design norwich &amp; norfolk","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","29 September 2001","http://web.archive.org/web/20010929124913/http://neooptic.com:80/","13 July 2017","http://web.archive.org/web/20170713102630/http://neooptic.com/","http://web.archive.org/save/http://www.neooptic.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.850201016s"
"598b57c3d65564c9a6ab38de0a23ed49","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.leisurevisa.com/getyourstoday","404","Not Found","domainmarket.com - 404","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","24 September 2005","http://web.archive.org/web/20050924080101/http://leisurevisa.com:80/getyourstoday/","27 January 2017","http://web.archive.org/web/20170127232439/http://www.leisurevisa.com/getyourstoday","http://web.archive.org/save/http://www.leisurevisa.com/getyourstoday","","","0.0.6","exponentialDK-httpreserve/0.0.6","4.470733554s"
"a4c8a48675934fbc4c5b546edbd0a714","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.topskips.com","200","OK","top skips | nationwide skip hire | commercial skips","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","05 November 2003","http://web.archive.org/web/20031105034442/http://www.topskips.com:80/","06 July 2017","http://web.archive.org/web/20170706215943/http://www.topskips.com/","http://web.archive.org/save/http://www.topskips.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","49.578968ms"
"b3bf56112c6be6308405633207462c0b","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.xbox-store.co.uk","0","client request failed: client.Do failed: Get http://www.xbox-store.co.uk: net/http: request canceled (Client.Timeout exceeded while awaiting headers)","","","snapshots are not currently enabled","true","302","Found","24 November 2005","http://web.archive.org/web/20051124164753/http://www.xbox-store.co.uk:80/","03 July 2017","http://web.archive.org/web/20170703082426/http://www.xbox-store.co.uk/","http://web.archive.org/save/http://www.xbox-store.co.uk","","","0.0.6","exponentialDK-httpreserve/0.0.6","343.062329ms"
"fd3b1a1163eb805bfd86920ff56afa48","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.work-in-china.com","200","OK","","","snapshots are not currently enabled","true","302","Found","18 January 2004","http://web.archive.org/web/20040118085702/http://www.work-in-china.com:80/","02 July 2017","http://web.archive.org/web/20170702195637/http://www.work-in-china.com/","http://web.archive.org/save/http://www.work-in-china.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.883848883s"
"826936ba3bebae1bb3a2e1412534d62e","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.gadgetmadness.com","200","OK","gadgetmadness gadgetmadness - new gadgets, gadget reviews, electronic gizmos, &amp; technology news","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","12 August 2003","http://web.archive.org/web/20030812161059/http://gadgetmadness.com:80/","05 June 2017","http://web.archive.org/web/20170605143937/http://gadgetmadness.com/","http://web.archive.org/save/http://www.gadgetmadness.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","830.249056ms"
"1a5ccae6540155dbcea63b1ccc9e7450","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.imediatalent.com","200","OK","office furniture nyc","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","29 July 2005","http://web.archive.org/web/20050729003044/http://imediatalent.com:80/","02 July 2017","http://web.archive.org/web/20170702234321/http://www.imediatalent.com/","http://web.archive.org/save/http://www.imediatalent.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","830.604407ms"
"7809f56dc5326c351056bf6a7e2a2b0b","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.shopasaur.com/shop","200","OK","","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","19 December 2005","http://web.archive.org/web/20051219040232/http://www.shopasaur.com:80/shop","02 July 2017","http://web.archive.org/web/20170702223349/http://www.shopasaur.com/shop","http://web.archive.org/save/http://www.shopasaur.com/shop","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.369473014s"
"f93d1dadce1269f949aa4214e58e4db7","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.ecardoffers.com","200","OK","","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","13 October 2005","http://web.archive.org/web/20051013070457/http://ecardoffers.com:80/","02 July 2017","http://web.archive.org/web/20170702130040/http://www.ecardoffers.com/","http://web.archive.org/save/http://www.ecardoffers.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","773.224373ms"
"0027c260e17133b1bea7823fe2308369","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.vinum.ca","200","OK","vinum - a fascinating entry into the world of wine for beginners, novices, or enthusiasts","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","10 February 2005","http://web.archive.org/web/20050210163004/http://www.vinum.ca:80/","04 July 2017","http://web.archive.org/web/20170704042420/http://www.vinum.ca/","http://web.archive.org/save/http://www.vinum.ca","","","0.0.6","exponentialDK-httpreserve/0.0.6","622.14532ms"
"6692492e216802e6b5e67cc4e80feae5","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.schifferbooks.com","200","OK","schiffer publishing","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","25 January 1999","http://web.archive.org/web/19990125103042/http://www.schifferbooks.com:80/","02 July 2017","http://web.archive.org/web/20170702165846/http://www.schifferbooks.com/","http://web.archive.org/save/http://www.schifferbooks.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.029964351s"
"340dbc2d3dc5f03fafff1a51ffa6e1c0","The Million Dollar Homepage - Own a piece of internet history!.html","http://mbachamps.com/requestmdhome.php","404","Not Found","","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","24 November 2005","http://web.archive.org/web/20051124094530/http://mbachamps.com:80/requestmdhome.php","03 July 2017","http://web.archive.org/web/20170703063131/http://mbachamps.com/requestmdhome.php","http://web.archive.org/save/http://mbachamps.com/requestmdhome.php","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.482804777s"
"5b8109bbbf48eca96db7de58a29abbcb","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.tablesdisco.com","200","OK","tablesdisco.com","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","13 October 2005","http://web.archive.org/web/20051013065103/http://www.tablesdisco.com:80/","02 July 2017","http://web.archive.org/web/20170702220354/http://www.tablesdisco.com/","http://web.archive.org/save/http://www.tablesdisco.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.14567641s"
"d9483a6f29a89220d9ec64d4ae00ac41","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.bebimi.com/watches.htm","200","OK","","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","03 May 2005","http://web.archive.org/web/20050503051255/http://www.bebimi.com:80/watches.htm","05 July 2017","http://web.archive.org/web/20170705214537/http://www.bebimi.com/watches.htm","http://web.archive.org/save/http://www.bebimi.com/watches.htm","","","0.0.6","exponentialDK-httpreserve/0.0.6","3.45216524s"
"6811e049f6ca68eaa49ba1fc9d60dcb4","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.budget-hotel-rooms.co.uk","200","OK","event space and conference organising |","text/html; charset=UTF-8","snapshots are not currently enabled","true","302","Found","27 May 2004","http://web.archive.org/web/20040527123449/http://www.budget-hotel-rooms.co.uk:80/","05 July 2017","http://web.archive.org/web/20170705225809/http://www.budget-hotel-rooms.co.uk/","http://web.archive.org/save/http://www.budget-hotel-rooms.co.uk","","","0.0.6","exponentialDK-httpreserve/0.0.6","466.689934ms"
"91e9af32fb6c310c7acfdcb5be2bd69c","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.bypassbible.com","200","OK","gastric bypass surgery alternatives ","text/html; charset=utf-8","snapshots are not currently enabled","true","302","Found","15 February 2004","http://web.archive.org/web/20040215021917/http://bypassbible.com:80/","02 July 2017","http://web.archive.org/web/20170702212130/http://www.bypassbible.com/","http://web.archive.org/save/http://www.bypassbible.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.543588924s"
"8ee5dfbf642fee5372d57d18f3139d41","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.wealthyoda.com","200","OK","account suspended","text/html","snapshots are not currently enabled","true","302","Found","24 November 2005","http://web.archive.org/web/20051124005641/http://www.wealthyoda.com:80/","05 July 2017","http://web.archive.org/web/20170705222149/http://www.wealthyoda.com/","http://web.archive.org/save/http://www.wealthyoda.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","462.447095ms"
"4e73093896b0221b090080a77b57b47f","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.pixelaffiliates.com","200","OK","daily &amp; weekly fantasy sports for cash prizes - fantasygrinders.com","text/html","snapshots are not currently enabled","true","302","Found","02 April 2006","http://web.archive.org/web/20060402215431/http://pixelaffiliates.com:80/","03 July 2017","http://web.archive.org/web/20170703234644/http://www.pixelaffiliates.com/","http://web.archive.org/save/http://www.pixelaffiliates.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","4.276212601s"
"4ccdba70313fab0af52e6a51404303f3","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.bingohall.com/adpage2.asp?sourceid=102090","400","Bad Request","","text/html","snapshots are not currently enabled","true","302","Found","27 August 2006","http://web.archive.org/web/20060827145824/http://www.bingohall.com:80/adpage2.asp?sourceid=102090","02 July 2017","http://web.archive.org/web/20170702154202/http://www.bingohall.com/adpage2.asp?sourceid=102090","http://web.archive.org/save/http://www.bingohall.com/adpage2.asp?sourceid=102090","","","0.0.6","exponentialDK-httpreserve/0.0.6","1.432471083s"
"549363bbf8d5acc59759df1693570313","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.premiumsportsbooks.com/bet","200","OK","premiumsportsbooks.com - top us sports betting sites","text/html","snapshots are not currently enabled","true","302","Found","07 September 2006","http://web.archive.org/web/20060907161208/http://www.premiumsportsbooks.com:80/bet","03 July 2017","http://web.archive.org/web/20170703002934/http://www.premiumsportsbooks.com/bet","http://web.archive.org/save/http://www.premiumsportsbooks.com/bet","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.488416711s"
"361c220f29530706e09fb2404b088e74","The Million Dollar Homepage - Own a piece of internet history!.html","http://www.accesio.com","200","OK","acces i/o products, the source for all your data acquisition needs","text/html; charset=ISO-8859-1","snapshots are not currently enabled","true","302","Found","21 July 2001","http://web.archive.org/web/20010721122904/http://www.accesio.com:80/","11 July 2017","http://web.archive.org/web/20170711233824/http://accesio.com/","http://web.archive.org/save/http://www.accesio.com","","","0.0.6","exponentialDK-httpreserve/0.0.6","2.984880498s"
